,1,2,3,4,5
1,0.4185975,1.0757725,1.26059775,1.7220545,1.0076855
16,5.219407833,9.50972475,11.6341415,11.9688962,11.15382025
32,6.923255667,12.1479825,15.62426217,15.7230648,13.63651967
64,8.126600167,15.25511025,18.6817525,18.328046,18.339323
128,8.9956335,16.4802206,19.55976183,19.561144,19.50099925
256,9.449183333,17.0258742,19.2965488,19.2983544,19.3219125
512,9.691817333,16.38763233,17.8741805,17.9743236,17.96077583
1024,9.868276167,14.2267574,15.096153,15.0970825,15.155663
